Year,SeriesID,SeriesDescription,,GeoAreaCode,GeoAreaName,TimePeriod,Source,FootNote,Nature,Units,Reporting Type,ISOalpha3,Type,SeriesCode,Value
1970,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),1970,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1971,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),1971,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1972,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),1972,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1973,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),1973,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1974,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),1974,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1975,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),1975,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1976,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),1976,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1977,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),1977,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1978,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),1978,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1979,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),1979,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.282110069
1980,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),1980,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.515266072
1981,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),1981,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.480325826
1982,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),1982,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.683723568
1983,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),1983,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.875406426
1984,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),1984,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.858712633
1985,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),1985,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.847159233
1986,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),1986,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.26849704
1987,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),1987,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.324765261
1988,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),1988,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.361985765
1989,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),1989,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.313322638
1990,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),1990,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.300138352
1991,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),1991,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.124487992
1992,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),1992,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.210905609
1993,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),1993,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.963502122
1994,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),1994,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.98007887
1995,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),1995,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.503382951
1996,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),1996,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.473394001
1997,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),1997,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.370738345
1998,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),1998,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.504041067
1999,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),1999,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.395898796
2000,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),2000,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.393084449
2001,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),2001,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.681521452
2002,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),2002,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.899609169
2003,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),2003,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,2.802228937
2004,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),2004,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.131065043
2005,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),2005,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.275434444
2006,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),2006,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.484353934
2007,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),2007,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.345597948
2008,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),2008,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.123598687
2009,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),2009,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.24638998
2010,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),2010,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,2.829869403
2011,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),2011,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,2.681883297
2012,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),2012,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,2.666823385
2013,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),2013,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,2.557409404
2014,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),2014,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,2.655577957
2015,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),2015,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.067281165
2016,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),2016,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.546668955
2017,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),2017,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.709697243
2018,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),2018,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.90119319
2019,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),2019,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,4.123114068
2020,1753,"Personal remittances, received,  as a proportion of GDP (%)",,13,Central America (M49),2020,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,5.170684733
1960,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1960,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1961,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1961,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1962,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1962,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1963,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1963,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1964,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1964,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1965,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1965,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1966,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1966,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1967,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1967,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1968,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1968,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1969,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1969,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1970,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1970,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1971,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1971,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1972,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1972,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1973,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1973,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1974,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1974,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1975,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1975,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1976,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1976,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1977,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1977,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1978,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1978,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1979,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1979,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1980,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1980,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.505463129
1981,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1981,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.44375406
1982,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1982,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.471430074
1983,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1983,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.393630328
1984,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1984,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.314549656
1985,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1985,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.342960776
1986,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1986,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.271622465
1987,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1987,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1988,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1988,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1989,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1989,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1990,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1990,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1991,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1991,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1992,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1992,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1993,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1993,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1994,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1994,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.272167983
1995,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1995,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.983072824
1996,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1996,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.835373155
1997,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1997,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.620381965
1998,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1998,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.544483932
1999,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),1999,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.852173155
2000,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),2000,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.779792816
2001,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),2001,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.834380153
2002,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),2002,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.018891801
2003,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),2003,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,0.826175542
2004,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),2004,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.24404468
2005,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),2005,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.209788607
2006,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),2006,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.284346719
2007,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),2007,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.387842436
2008,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),2008,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.286110937
2009,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),2009,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.649911746
2010,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),2010,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.970474575
2011,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),2011,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,2.182950849
2012,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),2012,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,2.229754608
2013,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),2013,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.969472257
2014,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),2014,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,2.314634564
2015,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),2015,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,2.483317834
2016,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),2016,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,2.092371107
2017,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),2017,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,1.962131975
2018,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),2018,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,2.487204915
2019,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),2019,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,2.440061822
2020,1753,"Personal remittances, received,  as a proportion of GDP (%)",,14,Eastern Africa (M49),2020,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,2.510617283
1960,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1960,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1961,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1961,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1962,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1962,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1963,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1963,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1964,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1964,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
